is covid likely to be at pandemic proportions for two years,42
will covid ever end,42
is covid killing more liberals or conservatives,92
is covid dangerous for those who vape,92
can you get covid from packages,75
can covid live on objects,75
why covid name,39
why covid called novel,39
are covid cases going down,1
is covid slowing down,1
how come the infection rate of covid is much higher in the u.s. than it is in china even though china is more compact and populous,51
why does covid spread fast in the usa what makes it worse,51
what temperature kills the virus that causes covid,8
how long will covid survive on items you put in the freezer,8
what would be the aftermath of the covid outbreak,23
what needs to change once the covid pandemic is over,23
will covid end the world,387
will we get through covid,387
can covid be transmitted through food,5
can the virus that causes covid be spread through food,5
where covid originate,18
is china really the origin of covid,18
was covid engineered,12
was covid manufactured,12
is covid bio engineered,37
was covid released on purpose,37
has anyone that recovered from covid been reinfected,100
are covid survivors immune,100
how covid spreads,22
how does covid get spread,22
is covid a pandemic,28
what will be the breaking point that will declare covid a pandemic,28
should i purchase personal protective equipment for me and my family,79
should i wear a face covering or face mask when i go out in public,79
what advice should we follow against covid,97
what can i do to protect myself and prevent the spread of disease,97
what alternatives do i have if there are no hand sanitizers available,99
does alcohol kill covid,99
are hydroxychloroquine and azithromycin the best treatment protocol for covid,116
are chloroquine phosphate or hydroxychloroquine sulfate approved by the fda to treat covid,116
will covid mutate,7
does covid mutate,7
did covid come from animals,11
did covid come from snakes,11
what type of test was initially developed to screen for covid,26
how do testing kits for covid detect the virus,26
is covid worse than spanish flu,29
is covid worse than flu,29
how soon will a vaccine for covid be ready,43
how long will it take for scientists to develop a vaccine to covid,43
who covid deaths,56
what is the number of victims worldwide due to covid,56
can i go to the supermarket,81
because of the covid pandemic do you wash your groceries,81
is a recession due to the covid inevitable,434
is covid an economic pandemic,434
are covid tests reliable,4
do covid antibody tests work,4
is there a risk of a second wave of covid like the second wave of the spanish flu which killed more people compared to the first wave,55
will covid be a problem next year,55
should i worry about covid,58
is covid that bad,58
how should you treat the covid at home,94
what are the treatments for covid,94
what symptoms might people experience with covid,17
does covid have any neurological symptoms,17
how covid starts,24
how covid started,24
how covid affects the body,25
how covid works,25
what animals can carry covid,216
which animals are immune covid,216
what are your tips for staying productive while staying home during the covid pandemic,183
how do i stay positive with covid,183
what kind of masks are recommended to protect healthcare workers from covid exposure,296
what materials are you using to make homemade face masks for covid,296
why covid so dangerous,386
why covid is dangerous,386
how different is the covid from a common flu,405
why covid is not the flu,405
will most airlines go bankrupt after the covid pandemic,431
what industries will never be the same because of covid,431
have covid checks gone out,20
have covid checks been issued,20
should covid patients be intubated,32
what is the survival rate of those infected by covid who are put on a ventilator,32
given the evidence so far will covid most likely go away in the summer,53
will covid come back in the fall,53
is there a test for covid,57
where can i get tested for covid,57
how can i protect my child from a covid infection,91
what steps should parents take to protect children,91
how long is someone contagious after getting covid,150
how long is someone infectious after recovery from covid symptoms,150
who should get tested for covid,192
is it imperative to be tested for covid,192
should covid patients take ibuprofen,381
should covid patients avoid taking ibuprofen,381
should china be held responsible for the financial and economic liability other countries have suffered due to the covid pandemic,436
why doesnt china apologize for causing covid,436
why do some people still ignore that they can get covid virus,447
why are people still going outside with their kids when its not safe (covid),447
what investment strategies will be promising after the covid outbreak ends,451
which stocks should i buy during the covid outbreak,451
if you were quarantined due to the covid virus what would you do to entertain yourself,462
what is your routine for the covid holidays,462
did donald trump really suggest injecting disinfectant to fight covid,519
why has trump stated that injecting disinfectant will kill covid in a minute,519
has covid always existed,19
has covid been in humans for years,19
will covid kill me,21
which covid symptoms lead to death,21
when covid started,36
when was the first case of covid confirmed in the usa,36
when was the novel covid first reported,310
where was covid first identified,310
has anyone actually recovered from the covid virus,65
does covid go away,65
should covid be all caps,66
what is the proper capitalization for covid,66
can humans become infected with the covid from an animal source,84
can animals carry the virus that causes covid on their skin or fur,84
is any disinfectant injection available for covid,103
can disinfectant sprays or wipes be used on my skin injected inhaled or ingested to prevent or treat covid,103
whats the difference between covid and sars cov 2,348
how are covid and sars cov similar,348
which covid symptoms appear first,383
which covid symptoms come first,383
what do trump supporters think of his handling of covid,474
are you confident with the way donald trump is handling the covid epidemic,474
do covid antibodies provide immunity,15
who covid immunity,15
is covid in the air,27
who covid airborne,27
theres already had a cure in china of covid is it true,60
do covid have cure,60
are covid symptoms sudden,61
do covid symptoms come on fast,61
can i make my own hand sanitizer,80
if i cant find hand sanitizer in the store can i make my own,80
how can someone spread covid when asymptomatic,87
can someone spread the virus without being sick,87
how do i know if it is covid or just the common flu,96
is it covid or something else,96
why is convalescent plasma being investigated to treat covid,112
can plasma from covid survivors treat others,112
is it true that o+ blood types are immune to the covid,140
has the link between blood group and the severity of covid effects been confirmed,140
what should i do if i had close contact with someone who has covid,162
what should you do if you suspect you have covid,162
do covid effects last forever,378
what lasting health impact will covid have on those who recover from covid,378
what happened to covid 1 18 and will there be a covid 20,424
how does covid vary from covid18 or covid17,424
does china give correct information to other countries on covid,428
is china lying about covid,428
how will the covid pandemic benefit society in the long run,430
what is 1 good thing that has happened as a result of covid,430
how has covid affected your job or career so far,432
how has covid impacted you so far,432
what is china doing to stop the spread of covid,437
how can china lower the spreading of covid,437
in light of the covid pandemic is trump more likely to be re elected,454
how much of a factor will the covid be in the 2020 presidential election,454
what would be the impact of covid on the it industry globally,458
will there be a lot of layoffs in the tech industry due to the covid pandemic,458
are children immuned to the new covid,486
are kids getting affected by covid,486
what is it that is making the stock market even better amid the covid pandemic,501
why and how is covid affecting the stock market,501
what sort of penalty should china pay for causing covid,505
how can the world hold china financially liable for the covid global pandemic,505
what could happen if the cure for covid is not found,506
how will life be changed if in the next generations there is still no vaccine for covid,506
